entry_id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7927838,Spacious Sunny Brownstone Room - Great Location!,6444987,Brooklyn,Bedford-Stuyvesant,40.6796,-73.93021999999999,Private room,95,2,153,2019-06-21,3.27,3,296
7929441,Beautiful Loft w/ Waterfront View!,1453898,Brooklyn,Williamsburg,40.71268,-73.96676,Private room,105,2,232,2019-06-19,5.0,3,64
7933257,Artist's brownstone apartment in Brooklyn,109981,Brooklyn,Bedford-Stuyvesant,40.682790000000004,-73.92135,Entire home/apt,120,2,11,2019-01-01,0.93,1,6
7937398,Serene Brownstone Living Close To It All!,6444987,Brooklyn,Bedford-Stuyvesant,40.67973,-73.93058,Private room,72,2,151,2019-06-16,3.23,3,288
7937553,Riomaggiore Room. Queen Bedroom in Bklyn Townhouse,2787,Brooklyn,Bensonhurst,40.60951,-73.97622,Private room,99,1,21,2018-10-27,0.5,6,153
7945940,Roof garden & River Sunsets Zen,7020836,Manhattan,West Village,40.738490000000006,-74.00589000000001,Entire home/apt,225,3,159,2019-06-24,3.4,1,132
7949344,Large Chill and Vibes 1 Bedroom,41919914,Brooklyn,Bushwick,40.698809999999995,-73.93056999999999,Private room,80,1,2,2015-10-03,0.04,1,188
7949480,City Island Sanctuary BR & Pvt Bath à la française,119445,Bronx,City Island,40.85205,-73.78868,Private room,107,1,73,2019-06-30,1.73,1,173
7950368,Williamsburg Bedford Ave L Train,1696218,Brooklyn,Williamsburg,40.7187,-73.95606,Entire home/apt,500,26,9,2018-02-25,0.19,1,178
7951281,Brand new 2BR heart of Fort Greene,292522,Brooklyn,Fort Greene,40.68857,-73.97385,Entire home/apt,200,2,120,2019-07-04,2.61,2,287
7951346,Cozy Room with private balcony close to La Guardia,7057608,Queens,East Elmhurst,40.75712,-73.89365,Private room,42,2,25,2019-07-06,0.54,1,283
7952963,Gorgeous Pre War Sanctuary - 1 block from Union Sq,3333577,Manhattan,Gramercy,40.73523,-73.98668,Private room,160,2,53,2019-07-01,1.16,2,344
7953819,Lovely Brooklyn Brownstone w Yard,2665690,Brooklyn,Bedford-Stuyvesant,40.68432,-73.93226999999999,Entire home/apt,150,30,10,2017-01-03,0.25,1,30
7955889,"Gorgeous, clean, room for rent.",6263244,Manhattan,Harlem,40.82036,-73.94219,Private room,73,1,10,2019-06-14,0.29,2,365
7955984,Elegant Accommodation On A Budget!,6263244,Manhattan,Harlem,40.81944,-73.9408,Private room,73,1,27,2019-06-19,0.59,2,340
7966943,BEAUTIFUL 1 BDR APT W/ PRIVATE ROOF,4352069,Manhattan,East Village,40.72672,-73.97965,Entire home/apt,400,1,15,2019-01-02,0.34,2,6
7967503,Perfect midtown west studio,2781031,Manhattan,Hell's Kitchen,40.76885,-73.98631,Entire home/apt,165,3,68,2019-06-19,1.46,1,195
7967922,Big Private Room in Ridgewood,4094837,Queens,Ridgewood,40.71111,-73.91689000000001,Private room,52,10,8,2019-03-10,0.17,1,36
7968983,4 bedroom 3 bath duplex w roof deck & washer/dryer,780477,Brooklyn,East New York,40.66125,-73.89976,Entire home/apt,275,3,77,2019-07-03,1.67,1,256
7969111,Charming Chelsea Flat,42050222,Manhattan,Chelsea,40.74192,-73.99978,Private room,135,3,250,2019-07-02,5.36,1,111
7972210,Large room in Bushwick!,12720552,Brooklyn,Bushwick,40.70158,-73.92724,Private room,100,1,22,2019-06-22,0.48,5,324
7973484,Sunny Apt. on the UES in NYC,17770287,Manhattan,Upper East Side,40.76769,-73.95236,Entire home/apt,115,30,12,2019-02-08,0.27,14,239
7974235,Spacious cozy apartment,42082780,Brooklyn,Flatbush,40.64689,-73.96048,Entire home/apt,99,2,85,2018-06-03,1.83,1,342
7975360,Harlem Row House 2 BDRM Apt-City Col/Columbia Univ,12986426,Manhattan,Harlem,40.82215,-73.95600999999999,Entire home/apt,180,5,95,2019-07-04,2.09,1,60
7979237,New Guest Room at Brooklyn&Breakfast,344035,Brooklyn,Prospect Heights,40.6796,-73.96948,Private room,60,1,197,2019-07-01,4.19,13,324
7983640,Great Loft Steps From All Williamsburg Hotels,13037911,Brooklyn,Williamsburg,40.72124,-73.95846999999999,Entire home/apt,250,1,54,2019-05-19,1.15,1,365
7984555,Your Spacious Home Away From Home!,43671,Brooklyn,Carroll Gardens,40.68502,-73.99306,Entire home/apt,150,2,8,2018-06-09,0.17,1,196
7987209,Floor 35th in the heart of New York,42154621,Manhattan,Theater District,40.7566,-73.98329,Entire home/apt,1195,3,109,2019-06-02,2.37,1,264
7987212,Large Private Bedroom in Williamsburg,30487854,Brooklyn,Williamsburg,40.71067,-73.96005,Private room,68,5,14,2019-07-03,0.3,2,10
7987971,Comfy Room in Trendy Brooklyn!,4277896,Brooklyn,Clinton Hill,40.6917,-73.96508,Private room,70,2,173,2019-07-01,3.8,2,93
7995078,A King Size Bed in private room in NYC!,38793847,Manhattan,Harlem,40.82291,-73.95172,Private room,65,2,80,2019-07-02,1.71,1,347
7995140,Loft with garden  - Williamsburg,3318161,Brooklyn,Williamsburg,40.71212,-73.95888000000001,Entire home/apt,170,3,36,2019-05-27,0.77,1,1
7999574,Beautiful 3bdrm Apt w/ 2 Entrances!,30529,Brooklyn,Prospect Heights,40.67354,-73.96359,Entire home/apt,280,2,24,2019-04-18,0.52,2,151
8002080,Luxury  suite.(private),42243297,Brooklyn,Bensonhurst,40.61059,-74.00601999999999,Entire home/apt,65,1,287,2019-07-06,7.31,1,308
8009332,My cozy artistic Apartment,37849636,Brooklyn,Sheepshead Bay,40.60991,-73.95676999999999,Shared room,48,1,59,2019-07-05,1.26,1,90
8010033,Upscale Apt blocks to Columbia Med./Presb. Hosp.,1883133,Manhattan,Washington Heights,40.842690000000005,-73.93605,Entire home/apt,110,1,133,2019-06-28,2.85,1,267
8012976,Master Suite w/ Private Bath in Financial District,48165,Manhattan,Financial District,40.70726,-74.00593,Private room,120,2,128,2019-06-15,2.74,1,246
8013358,Bedford-Stuyvesant 3 bedroom 2 bathroom duplex,8687068,Brooklyn,Bedford-Stuyvesant,40.68318,-73.95002,Entire home/apt,240,1,33,2019-06-24,2.96,1,83
8021914,Manhattan Studio with Huge Garden!,39921605,Manhattan,Upper West Side,40.80189,-73.96961999999999,Private room,152,1,39,2016-12-30,0.83,5,157
8024051,Spacious 2BD near Prospect Park!,312080,Brooklyn,Prospect Heights,40.67427,-73.96511,Entire home/apt,150,3,28,2019-05-15,0.6,1,168
8025808,Mid-Century Modern Oasis in the LES,40082650,Manhattan,Chinatown,40.71555,-73.99298,Entire home/apt,300,3,30,2019-05-21,0.66,1,87
8028767,"Clean, Comfy Bright Small Bedroom",20490026,Queens,Sunnyside,40.74109,-73.91577,Private room,55,90,15,2017-04-19,0.32,1,365
8033609,Studio Apartment with King Bed,33213436,Brooklyn,Gowanus,40.67872,-73.98286,Private room,119,1,171,2019-06-19,3.82,8,236
8034665,Cozy & Comfortable Bedroom,42237225,Manhattan,Harlem,40.80083,-73.95584000000001,Private room,250,1,22,2017-01-01,0.47,1,365
8040050,Spacious Manhattan studio w patio!,39921605,Manhattan,Upper West Side,40.80377,-73.96903,Private room,163,1,30,2017-01-04,0.64,5,188
8044856,Williamsburg/Billburg/The Burg,42404417,Brooklyn,Williamsburg,40.71848,-73.95834,Entire home/apt,135,4,54,2019-06-22,1.17,1,158
8045421,NYC Chelsea Luxury 1BR Apt,30283594,Manhattan,Chelsea,40.74465,-73.99253,Entire home/apt,129,30,3,2017-12-31,0.07,121,161
8045552,"A Gem Studio Apartment 
Astoria,NYC",42488595,Queens,Astoria,40.76762,-73.90727,Entire home/apt,87,3,151,2019-06-17,3.32,1,210
8054523,1BR in Prime spot Cozy Stylish Williamsburg Apt,965061,Brooklyn,Williamsburg,40.71278,-73.96471,Private room,130,3,7,2018-05-18,0.15,1,278
8054651,Private Sunlight Room in Brownstone Near Subway,40176101,Brooklyn,Bedford-Stuyvesant,40.68929,-73.93079,Private room,79,1,296,2019-06-27,6.37,7,59
8055508,Private Spring Room in Brownstone Near Subway,40176101,Brooklyn,Bedford-Stuyvesant,40.689170000000004,-73.92900999999999,Private room,69,1,291,2019-07-01,6.23,7,68
8055582,Private Autumn Room in Brownstone Near Subway,40176101,Brooklyn,Bedford-Stuyvesant,40.69003,-73.93085,Private room,79,1,284,2019-06-09,6.09,7,67
8055598,"SPACIOUS APT, A/C, WIFI, SUBWAY!",2799733,Manhattan,Washington Heights,40.852959999999996,-73.93526999999999,Entire home/apt,147,7,27,2019-07-04,0.78,1,294
8055721,Private Garden View in Brownstone Near Subway,40176101,Brooklyn,Bedford-Stuyvesant,40.690220000000004,-73.93077,Private room,79,1,291,2019-06-29,6.26,7,26
8055778,Classic Elegance in Brownstone Near Subway,40176101,Brooklyn,Bedford-Stuyvesant,40.68927,-73.93035,Private room,69,1,327,2019-07-02,7.07,7,41
8055859,Private Bedroom and Bath in Spacious Duplex,14019268,Brooklyn,Bushwick,40.69702,-73.93167,Private room,70,2,67,2019-06-29,1.45,2,353
8058693,Large Bedroom & Private Bath – 15 min fr Manhattan,4304095,Brooklyn,Clinton Hill,40.68352,-73.96348,Private room,119,4,115,2019-06-10,2.47,1,26
8061409,Private Bedroom in Quiet Brooklyn Neighborhood,1100659,Brooklyn,Bushwick,40.7052,-73.91549,Private room,49,1,107,2019-06-09,3.04,1,340
8063109,"True Bed-Stuy, Brooklyn, New York",42586851,Brooklyn,Bedford-Stuyvesant,40.691320000000005,-73.93866,Entire home/apt,132,2,81,2017-07-27,1.94,1,10
8063277,"Spacious 2 br in Williamsburg, BK",4671519,Brooklyn,Williamsburg,40.71549,-73.94712,Entire home/apt,155,31,8,2018-05-31,0.17,1,331
8066385,Share A Rustic Forte Greene studio w/ adorable cat,4205261,Brooklyn,Clinton Hill,40.68667,-73.9676,Entire home/apt,104,2,15,2019-05-19,0.39,2,100
8068089,Cozy One Bedroom-Lower East Side,7890158,Manhattan,Lower East Side,40.71373,-73.98465,Entire home/apt,80,3,16,2018-11-05,0.34,1,1
8068363,Big Bedroom with Private Bathroom,1433657,Brooklyn,Williamsburg,40.7079,-73.95598000000001,Private room,89,2,86,2019-06-27,1.9,2,307
8069030,Clinton Hill Flat,42619297,Brooklyn,Clinton Hill,40.69242,-73.96828000000001,Entire home/apt,999,2,141,2019-04-28,3.04,2,67
8069858,Room avail in Bowery neighborhood,29896455,Manhattan,Chinatown,40.71743,-73.99372,Private room,59,6,72,2019-06-16,1.57,2,200
8071687,Historic Townhouse Apartment,36481078,Manhattan,SoHo,40.727309999999996,-74.00471999999999,Entire home/apt,350,3,74,2019-07-05,1.6,1,247
8072371,❤️ Beautiful Artistic 2 Level Brownstone ❤️LEGAL❤️,54255,Brooklyn,Bedford-Stuyvesant,40.684,-73.93226999999999,Entire home/apt,395,3,60,2019-06-03,1.29,3,17
8075854,The Manhattan Studio,42660040,Manhattan,Midtown,40.75513,-73.96446,Entire home/apt,180,4,20,2019-07-02,1.46,1,13
8081037,Lavish Studio with Great Amenities in FiDi,30283594,Manhattan,Financial District,40.7055,-74.00811999999999,Entire home/apt,189,30,4,2019-01-28,0.11,121,365
8081193,2 bedroom Home..2 metro/train stops to NY City,14946082,Queens,Long Island City,40.756440000000005,-73.93486,Entire home/apt,195,3,121,2019-07-02,2.59,1,66
8086028,Nicely furnished one bedroom apt,42701501,Brooklyn,Greenpoint,40.72218,-73.93894,Entire home/apt,140,4,18,2019-07-04,0.39,1,30
8087274,"HUGE Master Suite + Private bath, up to 4 Guests!",1903737,Brooklyn,Bushwick,40.69542,-73.93258,Private room,65,2,5,2018-11-18,0.11,3,4
8088779,[201] 5 min WALK to Times Square,35524316,Manhattan,Hell's Kitchen,40.759890000000006,-73.98899999999999,Shared room,250,1,134,2019-06-07,2.88,11,306
8089270,Upper east side townhouse apt 2,42718751,Manhattan,Upper East Side,40.76511,-73.96555,Entire home/apt,155,30,9,2018-12-01,0.2,1,316
8097567,Giant Sunny Room at Brooklyn&Breakfast,344035,Brooklyn,Prospect Heights,40.67811,-73.97126,Private room,85,1,222,2019-06-27,4.98,13,290
8103766,Charming duplex downtown manhattan,42788707,Manhattan,Chinatown,40.71475,-73.99257,Entire home/apt,130,180,15,2016-10-24,0.35,1,365
8106774,BRIGHT HARLEM FLOOR THRU,7380428,Manhattan,Harlem,40.81525,-73.94552,Entire home/apt,165,7,86,2019-06-28,1.84,3,99
8107212,Large Private Room in Williamsburg,19668001,Brooklyn,Williamsburg,40.710609999999996,-73.94971,Private room,70,1,40,2018-10-01,0.87,1,125
8108376,"home, sweet home :-)  English, русский,  עברית",42814202,Queens,Fresh Meadows,40.742670000000004,-73.78737,Entire home/apt,100,1,59,2019-06-09,1.58,3,132
8111321,Huge 1 BR entire apt,32441059,Queens,Astoria,40.768,-73.92429,Entire home/apt,70,2,13,2019-01-11,0.28,1,159
8115321,Private Room close to subway (1/3),40874834,Queens,Jackson Heights,40.75526,-73.86468,Private room,75,1,114,2019-06-17,2.45,3,328
8115423,Private Room close to subway (2/3),40874834,Queens,Jackson Heights,40.75548,-73.86632,Private room,75,1,102,2019-06-23,2.21,3,362
8117209,Location Dali ( rail road room ) only girls.,3250450,Queens,Long Island City,40.75547,-73.91866999999999,Private room,37,15,12,2019-06-12,0.26,18,361
8117213,Luxury Highline living West Chelsea Hudson Yards,722831,Manhattan,Chelsea,40.75165,-74.00074000000001,Entire home/apt,225,29,9,2018-12-30,0.24,1,280
8117729,Comfy Quiet Modern E Village Studio,1106804,Manhattan,East Village,40.7281,-73.98106,Entire home/apt,250,31,2,2015-11-26,0.04,1,358
8118112,Bed-Stuy Brooklyn Garden Apartment,22261783,Brooklyn,Bedford-Stuyvesant,40.68285,-73.93961,Entire home/apt,125,3,92,2019-06-19,1.97,2,121
8119018,Private Room In Upper East Side,42874738,Manhattan,Upper East Side,40.77887,-73.95406,Private room,110,4,81,2019-05-27,1.75,1,360
8125640,Amazing Water View from Midtown Apt,8301365,Manhattan,Murray Hill,40.74553,-73.97301999999999,Private room,100,6,5,2019-05-21,0.14,1,25
8126282,Quintessential West Village apartment,3228421,Manhattan,West Village,40.73319,-74.00502,Entire home/apt,205,3,47,2019-06-23,1.01,1,262
8126777,Sunlit Oasis in WILLIAMSBURG BK (2 Bedrooms),41059169,Brooklyn,Williamsburg,40.7124,-73.96314,Entire home/apt,90,3,17,2019-07-01,0.36,3,77
8132082,Lovely 1br in Heart of Brooklyn,4983838,Brooklyn,Bedford-Stuyvesant,40.68499,-73.93918000000001,Entire home/apt,103,7,14,2019-01-01,0.31,1,13
8133275,Victorian House near Brooklyn College,33519200,Brooklyn,East Flatbush,40.63939,-73.94988000000001,Entire home/apt,97,2,100,2019-06-30,2.15,1,307
8135144,Time Square! 2 Fully Furnished apt!,42959506,Manhattan,Hell's Kitchen,40.76127,-73.99181,Entire home/apt,245,4,55,2019-06-21,1.29,1,261
8145603,"Spacious, Beautiful, Private Room",43007744,Queens,Ditmars Steinway,40.77433,-73.91734,Private room,80,4,32,2019-06-21,0.72,1,303
8151183,"Light, Bright and Cozy!",5983145,Brooklyn,Bushwick,40.69867,-73.91134,Entire home/apt,120,30,51,2018-10-27,1.28,1,202
8151782,Prospect Park Cozy Abode,43034440,Brooklyn,Prospect-Lefferts Gardens,40.65961,-73.96177,Entire home/apt,100,30,43,2019-06-12,0.94,1,43
8151925,Modern Studio in Cultural LES,43038322,Manhattan,Lower East Side,40.71826,-73.99199,Entire home/apt,159,3,170,2019-06-24,3.64,1,37
8152675,CLEAN & COZY 2 bedroom apartment,34920172,Manhattan,East Village,40.72995,-73.98135,Entire home/apt,200,1,101,2019-06-24,2.19,1,247
8155028,"Battery Park Monthly rental, great location.",43052750,Manhattan,Battery Park City,40.709559999999996,-74.01605,Entire home/apt,165,30,6,2019-04-26,0.13,1,43
8160542,Private Balcony and views of WTC!,43075550,Manhattan,Tribeca,40.72018,-74.00981,Private room,100,1,18,2019-06-22,0.38,1,31
8162607,Brownstone Apt near Central Park,22372311,Manhattan,Upper West Side,40.798770000000005,-73.96259,Entire home/apt,185,3,200,2019-07-02,4.31,1,6
8164402,"Luxury, Cozy 1BD, walk to CentrPark",43092626,Manhattan,Upper East Side,40.78338,-73.95008,Entire home/apt,159,1,126,2019-06-25,2.7,1,338
8167145,Cherry Blossom Apartment,1510638,Queens,Astoria,40.75535,-73.91396999999999,Entire home/apt,135,7,2,2015-10-02,0.04,1,157
8167182,Central Park North 1 Bedroom Apt,19982835,Manhattan,Harlem,40.79965,-73.95446,Entire home/apt,150,2,13,2019-06-16,0.28,1,362
8167884,Greenpoint Brooklyn Modern Charm,43108922,Brooklyn,Greenpoint,40.721759999999996,-73.94393000000001,Entire home/apt,165,2,129,2019-06-06,2.8,2,235
8168619,Steps away from Laguardia airport,37312959,Queens,East Elmhurst,40.77006,-73.87683,Private room,46,1,543,2019-07-01,11.59,5,163
8170917,HK SWEET SPOT,41466973,Manhattan,Hell's Kitchen,40.75849,-73.9907,Entire home/apt,200,2,1,2015-09-22,0.02,1,161
8171965,Astoria Room Facing the Park,40336543,Queens,Long Island City,40.76211,-73.92894,Private room,100,1,1,2015-09-02,0.02,2,364
8172995,Open Plan & Garden Brownstone Apt,43134580,Manhattan,East Harlem,40.80965,-73.93911999999999,Entire home/apt,150,4,111,2019-06-10,2.44,1,99
8173434,LOFT2bdrm apt near metro20min to Manhattan/wall st,38378985,Brooklyn,Bedford-Stuyvesant,40.67797,-73.93966999999999,Entire home/apt,239,5,147,2019-06-18,3.19,1,142
8173559,Bright Private Room with Big Closet,24982697,Brooklyn,Sunset Park,40.64355,-74.01908,Private room,70,7,13,2019-05-04,0.28,2,326
8173609,Cozy Apartment Next To Central Park,43137812,Manhattan,Harlem,40.80089,-73.95674,Entire home/apt,200,2,113,2019-06-21,2.46,1,197
8174635,Modern Brooklyn Apartment,20538121,Brooklyn,Bedford-Stuyvesant,40.68372,-73.95551,Entire home/apt,45,2,7,2019-06-22,0.15,1,14
8183563,"Quiet, Clean, Beautiful East Village Loft",10963050,Manhattan,East Village,40.73178,-73.98841999999999,Entire home/apt,250,2,48,2019-06-22,1.07,1,211
8185845,1-Bedroom Upper East Side Apartment!,30283594,Manhattan,Upper East Side,40.763909999999996,-73.95938000000001,Entire home/apt,249,30,2,2018-07-28,0.1,121,273
8189121,Sunny & Spacious in Carroll Gardens,333195,Brooklyn,Carroll Gardens,40.68326,-73.99327,Entire home/apt,115,3,27,2018-09-03,0.58,1,166
8190747,cozy apartment,43203249,Queens,Woodside,40.74715,-73.91104,Private room,75,7,1,2017-03-19,0.04,1,364
8192443,- J - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.715959999999995,-73.96215,Private room,60,2,106,2019-06-23,2.29,8,104
8192768,Pleasant room on garden floor,2808153,Manhattan,Harlem,40.80577,-73.94708,Private room,120,2,11,2017-06-22,0.25,2,263
8192789,Spacious Private Parlor Suite in Heart of Harlem,2808153,Manhattan,Harlem,40.80565,-73.94621,Entire home/apt,150,2,13,2019-06-08,0.42,2,271
8204305,Gorgeous Penthouse next to Central Park,32791632,Manhattan,Upper West Side,40.773540000000004,-73.98461999999999,Private room,92,2,21,2019-06-14,0.46,1,39
8208090,Modern private apartment in historic brownstone,43282186,Brooklyn,Bushwick,40.689890000000005,-73.92128000000001,Entire home/apt,200,2,147,2019-06-18,3.24,1,103
8208285,Cute East Village 2 Bedroom Apt.,22572797,Manhattan,East Village,40.72504,-73.97905,Entire home/apt,180,1,146,2019-06-19,3.14,1,270
8210379,Comfy garden level room at Brooklyn&Breakfast,344035,Brooklyn,Prospect Heights,40.678000000000004,-73.97118,Private room,60,1,186,2019-07-06,3.99,13,293
8210423,Chelsea Charm: shared apartment,19477617,Manhattan,Chelsea,40.745129999999996,-74.00076,Private room,95,3,100,2019-06-26,2.16,1,80
8210840,Penthouse Dream in Brooklyn,90860,Brooklyn,Bedford-Stuyvesant,40.684979999999996,-73.93191999999999,Entire home/apt,230,2,203,2019-06-27,4.55,4,283
8212051,Monty,43302952,Brooklyn,East Flatbush,40.66383,-73.92706,Shared room,95,2,7,2015-10-30,0.15,1,238
8213227,-CENTRAL PARK - 3 stops by subway(32'' TV room),43298076,Manhattan,Harlem,40.8224,-73.95402,Private room,42,2,34,2019-05-01,0.73,4,101
8213488,Bed-Stuy Gem with Private Entrance,28025816,Brooklyn,Bedford-Stuyvesant,40.68805,-73.95103,Private room,70,2,255,2019-06-27,5.46,1,11
8217454,The Notorious B.N.B. {Custom},1177497,Brooklyn,Clinton Hill,40.68971,-73.96695,Private room,199,1,20,2019-01-03,0.45,11,365
8219648,Beautiful Apartment in Manhattan NYC,7806471,Manhattan,Washington Heights,40.84111,-73.93698,Private room,65,3,157,2019-07-05,3.4,1,287
8221965,Artist's Loft in Garment District,42849963,Manhattan,Hell's Kitchen,40.75383,-73.99535999999999,Entire home/apt,190,30,4,2018-08-03,0.09,1,9
8222742,Lovely nest in Greenwich Village,22529847,Manhattan,Greenwich Village,40.72853,-73.99914,Entire home/apt,200,2,146,2019-06-20,3.13,1,264
8223230,Bright and Cozy Room Williamsburg,43361668,Brooklyn,Greenpoint,40.719229999999996,-73.95204,Private room,98,1,31,2019-06-21,0.67,1,343
8224368,Bushwick Brooklyn Morgantown Oasis,4591602,Brooklyn,Bushwick,40.7043,-73.92719,Private room,120,2,78,2019-06-03,1.79,1,206
8225035,International Meeting Place_Room 4,43371802,Brooklyn,Flatlands,40.62802,-73.92729,Private room,130,4,9,2019-05-27,0.2,5,365
8225997,Bright 1BD in happening E Village,11004198,Manhattan,East Village,40.72057,-73.97997,Entire home/apt,125,31,2,2016-04-01,0.04,1,204
8228217,Bold and bodacious in the fall,43390488,Brooklyn,Flatbush,40.64438,-73.95408,Private room,55,5,4,2018-09-10,0.09,1,89
8231648,1st Fl Comfortable Room in Manhatan,43330303,Manhattan,Washington Heights,40.85369,-73.93186999999999,Private room,68,3,8,2019-06-17,0.2,2,160
8238934,I bedroom w/ private bathroom,43446271,Manhattan,Harlem,40.802040000000005,-73.95794000000001,Private room,100,2,21,2019-06-21,0.45,1,79
8239352,Private Room 12x12 close to manhattan,43449898,Queens,Maspeth,40.721940000000004,-73.91138000000001,Private room,59,1,85,2019-06-30,1.85,1,176
8239650,"Waterfront, perfect NYC getaway!",13407785,Bronx,Throgs Neck,40.81476,-73.80001,Entire home/apt,325,2,44,2019-07-02,2.23,1,153
8240016,Large Brooklyn Apt Artsy & Centric,36791609,Brooklyn,Bushwick,40.69836,-73.93521,Entire home/apt,98,1,201,2019-06-24,4.37,1,293
8241545,Spacious Sunny Rm in Stylish Duplex,21628945,Brooklyn,Bedford-Stuyvesant,40.681670000000004,-73.92525,Private room,69,3,13,2017-08-14,0.28,2,333
8249156,Room #3 Near Manhattan NYC.,22384027,Brooklyn,Brownsville,40.67065,-73.91643,Private room,39,1,45,2019-05-21,0.97,10,158
8250280,Zee's Brooklyn nest,9775058,Brooklyn,Kensington,40.64125,-73.9763,Private room,70,2,7,2019-07-03,2.63,1,37
8250925,NYC Lofted Room in the Lower East Side,7455706,Manhattan,East Village,40.72255,-73.97813000000001,Private room,90,5,92,2019-06-07,2.01,2,8
8251228,Private Bedroom Near Manhattan NYC,22384027,Brooklyn,Crown Heights,40.67115,-73.91620999999999,Private room,39,1,70,2019-06-21,1.51,10,33
8252369,Cute Sunny Loft Space Williamsburg,10276104,Brooklyn,Williamsburg,40.71219,-73.95623,Private room,85,2,71,2019-06-24,1.53,1,151
8254405,Classic Harlem --- Economy Room,26856159,Manhattan,Harlem,40.82205,-73.9467,Private room,42,1,161,2019-06-17,3.46,3,259
8254674,NOHO ART LOFT ON LAFAYETTE. BEST LOCATION IN NYC,4910739,Manhattan,NoHo,40.72847,-73.99302,Entire home/apt,700,2,31,2019-07-01,1.29,1,54
8255964,"Safe,Convenient,economical,Clean 2",18183596,Brooklyn,Crown Heights,40.67743,-73.95523,Entire home/apt,150,4,61,2019-06-30,1.33,1,365
8256749,Luis and Melanie's B and B,41514104,Brooklyn,Bushwick,40.6938,-73.92562,Entire home/apt,100,5,85,2019-06-15,1.84,1,269
8256930,*Lovely Apt in Heart of Park Slope*,5973406,Brooklyn,Park Slope,40.66826,-73.98223,Entire home/apt,85,30,26,2018-12-12,0.56,2,282
8265482,Cozy Private Room Near Bronx Zoo,43583032,Bronx,West Farms,40.84328,-73.88173,Private room,79,1,3,2018-10-08,0.16,1,179
8266641,2 bedroom in Stuyvesant Heights,43588775,Brooklyn,Bedford-Stuyvesant,40.68137,-73.94233,Private room,139,4,84,2019-05-08,1.83,1,307
8268465,Beautiful Private Room and Bath in Historic Harlem,43600713,Manhattan,Harlem,40.82137,-73.94769000000001,Private room,70,2,57,2018-12-10,1.48,1,188
8268849,Private Floor in SOHO Townhouse,43599290,Manhattan,SoHo,40.724090000000004,-74.00241,Private room,199,3,107,2019-06-23,2.69,2,276
8269241,Room #5 Near Manhattan NYC.,22384027,Brooklyn,Crown Heights,40.67073,-73.91799,Private room,39,1,62,2018-11-25,1.34,10,159
8269318,Dreamy Private Bedroom Near Manhattan NYC.,22384027,Brooklyn,Crown Heights,40.67112,-73.91685,Private room,39,1,73,2019-05-10,1.57,10,33
8269681,Sunny Clean Bedroom,43601551,Manhattan,East Harlem,40.78987,-73.94883,Private room,75,2,13,2019-01-02,0.28,2,325
8270710,Gorgeous sunny apt steps to park!,3959655,Brooklyn,Windsor Terrace,40.65106,-73.97704,Entire home/apt,99,20,30,2017-06-11,0.65,2,65
8272122,Cozy Room 4 stops from 5 avenue,2417692,Queens,Astoria,40.75748,-73.91221,Private room,100,15,15,2019-07-01,0.32,2,61
8272327,Quiet Brownstone Parlor Studio,38465372,Brooklyn,Cobble Hill,40.6869,-73.99741,Entire home/apt,225,3,38,2019-06-30,0.96,1,135
8272749,Prime Room with View in Brooklyn Heights,25728891,Brooklyn,Brooklyn Heights,40.69449,-73.99727,Private room,99,2,72,2019-06-14,1.62,1,231
8272818,"Three-Story Brick Brownstone, Perfect for Families",179246,Brooklyn,Bedford-Stuyvesant,40.67804,-73.90997,Entire home/apt,469,9,7,2019-01-02,0.16,2,48
8274113,Bed-Stuy Apartment w/ Rooftop Patio,1804684,Brooklyn,Bedford-Stuyvesant,40.69487,-73.93884,Private room,67,60,6,2019-06-22,0.13,1,266
8274440,Upper Manhattan Luxury Town Home - Mins to Midtown,43628713,Manhattan,Harlem,40.808009999999996,-73.9486,Private room,180,3,18,2019-05-21,0.39,1,362
8274516,Central Park west. Big Cozy Room,16805656,Manhattan,Upper West Side,40.79927,-73.96235,Private room,100,1,87,2019-06-22,1.88,2,263
8274711,Penthouse Studio in Historic Harlem,1017231,Manhattan,Harlem,40.82755,-73.93786999999999,Entire home/apt,125,3,8,2016-03-19,0.17,1,1
8275331,Affordable and Spacious room,32379616,Bronx,Williamsbridge,40.88301,-73.85452,Private room,65,5,17,2017-10-03,0.4,2,123
8275346,Brooklyn Apt,43635876,Brooklyn,Borough Park,40.64077,-73.99268000000001,Private room,52,2,6,2019-05-20,2.09,1,90
8275676,LOVELY Clean&Safe 2 BR NYC Suburban,43637999,Staten Island,Great Kills,40.5455,-74.14829,Private room,99,1,82,2019-06-30,1.78,1,325
8276819,International Meeting Place_Room 3•,43371802,Brooklyn,Flatlands,40.628409999999995,-73.92591,Private room,130,4,3,2019-05-19,0.07,5,364
8276961,Cozy 1 BR Apt- Perfect Location NYC,43645608,Manhattan,Hell's Kitchen,40.76128,-73.99616999999999,Entire home/apt,189,2,39,2019-05-06,0.86,1,37
8281889,"Williamsburg, Brooklyn space",43669213,Brooklyn,Williamsburg,40.70309,-73.94788,Private room,150,1,4,2017-03-19,0.09,1,363
